original_text,text,label
Sam cs bgm vere level ...,sam cs bgm vere level ...,unknown_state
idhu madhiri padam dhaan karthi sir kitta irundhu venum superb,idhu madhiri padam dhaan karthi sir kitta irundhu venum superb,Negative
Edhu Ella varatum aaa.  na yanaku ayirathil oruvan 2 pathiii information erundha sollunga,edhu ella varatum aaa. na yanaku ayirathil oruvan 2 pathiii information erundha sollunga,Positive
வேற level movie ....... super. .,வேற level movie ....... super. .,Positive
Trailer nala iruku But full irutula.film.eduthrukaka.. Suriya velicham ila.. Kandippa film.oduthannu santhegam thaan,trailer nala iruku but full irutula.film.eduthrukaka.. suriya velicham ila.. kandippa film.oduthannu santhegam thaan,Positive
Kaithi hit aaka Karthi annnavukku best wishes . Hit aakum . Hit aakanum,kaithi hit aaka karthi annnavukku best wishes . hit aakum . hit aakanum,Mixed_feelings
i am sure its gonaaaaaaaaaaaaaaa to be           hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiittttttttttttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,i am sure its gonaaaaaaaaaaaaaaa to be hiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiittttttttttttttttt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,Positive
Dislike panna Vijay fans ku oru ooh podu,dislike panna vijay fans ku oru ooh podu,Positive
Music director Sam CS Vera level,music director sam cs vera level,Positive
#goosebumping.......intha varusam diwali marana mass than....,goosebumping.......intha varusam diwali marana mass than....,Positive
Sam CS Sir ku 1 Like Podunga,sam cs sir ku 1 like podunga,Positive
B G M .......vera level....kanddippa...block buster dha...,b g m .......vera level....kanddippa...block buster dha...,Positive
Vijay maari Amma kaal la poi vilak koodathunu sollama sollitaapla Karthik,vijay maari amma kaal la poi vilak koodathunu sollama sollitaapla karthik,Negative
Koja different aana movie  interesting,koja different aana movie interesting,Positive
#Lokeshkanagaraj Annen Marana Waiting For #Thalapathy64...,lokeshkanagaraj annen marana waiting for thalapathy64...,Positive
Bigil trailer kku wait panravanga like podunga pappom,bigil trailer kku wait panravanga like podunga pappom,Positive
Trailer me khi din to hua hi nhi h,trailer me khi din to hua hi nhi h,Positive
kids watch bigil mens watch sangatamilan legends watch kaidhi,kids watch bigil mens watch sangatamilan legends watch kaidhi,Negative
Who felt like #ASURAN getup? For KARTHI Like me?,who felt like asuran getup? for karthi like me?,Positive
Police kudumbam Govt Paathukum Un pillaya yaar paapa? #massdialogue,police kudumbam govt paathukum un pillaya yaar paapa? massdialogue,Negative
Diwali ku weight Ana Sambavam Irrukuu,diwali ku weight ana sambavam irrukuu,Negative
Dei ipo ithu ena pana trending no 1 varum....,dei ipo ithu ena pana trending no 1 varum....,Positive
Kaithi semmayarukum pola asuran appa bayangaram  bigil jolyarukkum,kaithi semmayarukum pola asuran appa bayangaram bigil jolyarukkum,Positive
Thalapathy 64 Innum masss irukkum nenaikkaravanga like podunga,thalapathy 64 innum masss irukkum nenaikkaravanga like podunga,Positive
Dislikes epadi da pandringa.karthi ku kudava haters irukinga,dislikes epadi da pandringa.karthi ku kudava haters irukinga,unknown_state
Enga #Lokesh_kanagaraj brO Thamizh caption work agala,enga lokesh_kanagaraj bro thamizh caption work agala,unknown_state
Asuran partha hangover eh innum mudila adhukula Kaithi ... I bet Kaithi will be a blockbuter too ....,asuran partha hangover eh innum mudila adhukula kaithi ... i bet kaithi will be a blockbuter too ....,Negative
HOW TO DOWNLOAD THIS TRAILER GUYS . MOZILA FIREBOX BROWSER DESKTOP,how to download this trailer guys . mozila firebox browser desktop,Positive
Semmma maasss.. Thalaivar style.. .. Super thalaiva.. 🤘🤘,semmma maasss.. thalaivar style.. .. super thalaiva.. 🤘🤘,Positive
style a irukena? paaaah 90s rajni is back! Thalaivaaaa Thank you so much karthik anna,style a irukena? paaaah 90s rajni is back! thalaivaaaa thank you so much karthik anna,Positive
"verithanam maxx , dislike pannavangellam yarunu ellarukkum theriyum, burnol","verithanam maxx , dislike pannavangellam yarunu ellarukkum theriyum, burnol",Positive
pub g thumbnail nala iruku onum vitu vaikathinga,pub g thumbnail nala iruku onum vitu vaikathinga,Negative
pondaati kolanthakutti sentiment kintiment irunthaaa apdiyeee oodi poidu... pettta paraaakkk.. purunjuthaaaa,pondaati kolanthakutti sentiment kintiment irunthaaa apdiyeee oodi poidu... pettta paraaakkk.. purunjuthaaaa,Positive
Yov Pa Ranjith Thalaivara vechu ippadi padam edukkanum..Neeyum dhan eduthiye Kumuthavalli Kothamallinu,yov pa ranjith thalaivara vechu ippadi padam edukkanum..neeyum dhan eduthiye kumuthavalli kothamallinu,Positive
Evanukavathu pontatti kolantha kutty sentiment (viswasam) iruntha apdiyea oodi pooiru...! kola kandu la iruken mavaney kollama vidamaten,evanukavathu pontatti kolantha kutty sentiment (viswasam) iruntha apdiyea oodi pooiru...! kola kandu la iruken mavaney kollama vidamaten,Positive
Ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back,ommaley enna massu ya intha manusan intha vayasula petta paraak vintage thalaivar is back,Positive
The king of Indian cinema daw..vanga vanga,the king of indian cinema daw..vanga vanga,Positive
Vera level rajini is the mass,vera level rajini is the mass,Positive
Marano mass u marano adhuku thalaivarudha porandhu varanum petta pongal mass pongal,marano mass u marano adhuku thalaivarudha porandhu varanum petta pongal mass pongal,Positive
Rajini sir marana mass  I am thalapathy veriyan,rajini sir marana mass i am thalapathy veriyan,Positive
Sirapana tharamana sambavam from SUPERSTAR 🤩🤩🤩🤩🤩🤩,sirapana tharamana sambavam from superstar 🤩🤩🤩🤩🤩🤩,Positive
Theriiiiiiiiiii maxxxxxxx.....Best wishes from thalapathy fans,theriiiiiiiiiii maxxxxxxx.....best wishes from thalapathy fans,Positive
Ghilli vara trisha innumum apdee irukaanga..,ghilli vara trisha innumum apdee irukaanga..,Negative
SUPER thalaiva soon   🤘🤘🤘🤘🤘,super thalaiva soon 🤘🤘🤘🤘🤘,Positive
90 s kids love  vijaysethupathi,90 s kids love vijaysethupathi,Positive
Aarrr bhai Hindi me re hoga ki nahai,aarrr bhai hindi me re hoga ki nahai,not-Tamil
Thaniya vitalaey visvasam collection agaathu ithula petta kuda vera adai Siva,thaniya vitalaey visvasam collection agaathu ithula petta kuda vera adai siva,Negative
Visvaasam teaserku wait pandravanga like pannunga,visvaasam teaserku wait pandravanga like pannunga,Positive
shabaaa ena style ma gun suthuradhu yabba sami inoruthan porandhukuda vara mudiadhu thalaivaa,shabaaa ena style ma gun suthuradhu yabba sami inoruthan porandhukuda vara mudiadhu thalaivaa,Negative
Trailer pathutam enna pannaporam  sweet sappada poram,trailer pathutam enna pannaporam sweet sappada poram,Positive
"Kola Maas ,Marana Maas ,Maasuke Maasee......","kola maas ,marana maas ,maasuke maasee......",Positive
Rajini looks Vera leval in tis,rajini looks vera leval in tis,Positive
Ore super star Thalaivar  Rajini mattum yevanum porunthu vare povethille 🤘🤘,ore super star thalaivar rajini mattum yevanum porunthu vare povethille 🤘🤘,Positive
Im from Telangana but rajini sir bigg fan like her,im from telangana but rajini sir bigg fan like her,Positive
Enakenumo like Kaala padam maari than thalaivaruku set agumonu thonudhu,enakenumo like kaala padam maari than thalaivaruku set agumonu thonudhu,Mixed_feelings
Evanuggada antha 9.4 k dislikes uh?!!!,evanuggada antha 9.4 k dislikes uh?!!!,Positive
Sema mass Pongal kku wait pannunravanga like panunga,sema mass pongal kku wait pannunravanga like panunga,Positive
Marana maasssssss thalivaaa Nee vaa thaliva,marana maasssssss thalivaaa nee vaa thaliva,Positive
Padayappa la Ramya krishnan soldra dialogue tha gnabagam varuthu.. vayasanaalum... Yaarathum complete pannunga,padayappa la ramya krishnan soldra dialogue tha gnabagam varuthu.. vayasanaalum... yaarathum complete pannunga,Positive
rajini vera level vjs neenga ella nalla vazhanum,rajini vera level vjs neenga ella nalla vazhanum,Positive
Korraikum nai kadikathu nu solluvanga ... Ithulea yea therithu ivalo bayam nu ...... Iraivi 2,korraikum nai kadikathu nu solluvanga ... ithulea yea therithu ivalo bayam nu ...... iraivi 2,Positive
Kaala na mass aah irukkanum  Kaali na massum classsum irukkanum,kaala na mass aah irukkanum kaali na massum classsum irukkanum,Positive
Semma 60 thandunalum alagum stylelum marala semma thalaiva  inum neraya padam pananum all the best I am waitting,semma 60 thandunalum alagum stylelum marala semma thalaiva inum neraya padam pananum all the best i am waitting,Mixed_feelings
Netru - super star   Indru - super star   Nalai -super star   Endrum  SUPER STAR,netru - super star indru - super star nalai -super star endrum super star,Positive
Looking so young thalaiva  Always masssss,looking so young thalaiva always masssss,Mixed_feelings
ippo enna panna porom? sweet sapda porom,ippo enna panna porom? sweet sapda porom,Positive
10 times Mela pathavanga mattum like podunga,10 times mela pathavanga mattum like podunga,Mixed_feelings
Visvasam ninacha tha konjam paavam ah iruku🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣rajini always rock.....,visvasam ninacha tha konjam paavam ah iruku🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣rajini always rock.....,Negative
Wow. I love you Thalaivaaaaaa.,wow. i love you thalaivaaaaaa.,Positive
Karthik subbaraj fans hit the like,karthik subbaraj fans hit the like,Positive
Vijay Sethupathi kaaga intha Padam paakanu,vijay sethupathi kaaga intha padam paakanu,Positive
Viswasam jettyoda oda poguthu manam kapal yera poguthu thalaivar comeback,viswasam jettyoda oda poguthu manam kapal yera poguthu thalaivar comeback,Negative
Thalaivar ku ennum vaisae agala Sema,thalaivar ku ennum vaisae agala sema,Positive
Anirudh bgmmmmmm Bang bang bang  Petttaaaa paaaraaaaaak,anirudh bgmmmmmm bang bang bang petttaaaa paaaraaaaaak,Positive
2.08 Thalapathy swag  (that Kaila Thuppakki ya suthura moment),2.08 thalapathy swag (that kaila thuppakki ya suthura moment),Positive
Thaliva ungaluku age agathu amazing style samrat,thaliva ungaluku age agathu amazing style samrat,Mixed_feelings
Rajinikanth telugu fans oka like yeskondhi,rajinikanth telugu fans oka like yeskondhi,Positive
No1 ll replace d Superstar Name in tamil cinema.... SUPERSTAR RAJINIKANTH,no1 ll replace d superstar name in tamil cinema.... superstar rajinikanth,Positive
"super Thalaivaa, Superstar naa superstar thaa","super thalaivaa, superstar naa superstar thaa",Positive
Kadaisiya dance semmaiya irukudhu Eagerly waiting for thalaivar's pongal 2k19....,kadaisiya dance semmaiya irukudhu eagerly waiting for thalaivar's pongal 2k19....,Positive
Malik @ Sasikumar Fans    like here,malik @ sasikumar fans like here,Positive
Kolla Gaand la iruken movaney kollama vida maten🦂,kolla gaand la iruken movaney kollama vida maten🦂,Positive
Dai trailer ah ennada idu??bomb vedichamadri aduruthu THALAIVAAAAAAAAAA,dai trailer ah ennada idu??bomb vedichamadri aduruthu thalaivaaaaaaaaaa,Positive
Koiyala enna style Da thalaivar....pinara Thalaiva..,koiyala enna style da thalaivar....pinara thalaiva..,Positive
Viswasam teaser ku wait pandravanga hit like,viswasam teaser ku wait pandravanga hit like,Positive
Were is Hindi Trailer ??,were is hindi trailer ??,Positive
Mass ivara minja yarum illa porakavum illa,mass ivara minja yarum illa porakavum illa,Positive
Enna panna porom sweet sapda porom....,enna panna porom sweet sapda porom....,Positive
MARANA mass aa irukid talaivar oda  style PETTA pongal than inda vasa  PETTA parak,marana mass aa irukid talaivar oda style petta pongal than inda vasa petta parak,Positive
Next flop Ku ready aidich..petta 70 vayasu aich pooi rest edu...nankalum unmela kola veriyoda irukkom...,next flop ku ready aidich..petta 70 vayasu aich pooi rest edu...nankalum unmela kola veriyoda irukkom...,Mixed_feelings
Semmmaa rajini act super aniruth bgm semma mass,semmmaa rajini act super aniruth bgm semma mass,Positive
Mass marana MasssTalivaa you are also king,mass marana massstalivaa you are also king,Positive
12 times pathuda but pathude erukkanum pola erukku thalaivanée ga née ga madum tha enga hero eppomee,12 times pathuda but pathude erukkanum pola erukku thalaivanée ga née ga madum tha enga hero eppomee,Mixed_feelings
How many of you saw ma ka pa... 2:18 to 2:23 :-p,how many of you saw ma ka pa... 2:18 to 2:23 :-p,Positive
Thalaivar ketta nanum modhurenu summa mothakudadhu mudecha modhanum ok ni kalakku thalaiva,thalaivar ketta nanum modhurenu summa mothakudadhu mudecha modhanum ok ni kalakku thalaiva,Positive
Evan da unlike pottadu inda trailer ku,evan da unlike pottadu inda trailer ku,Positive
Vijay Sethupathi than mulu padatha kapatha pororaru,vijay sethupathi than mulu padatha kapatha pororaru,Positive
"Semaya iruku pazhya Rajni style ellam partha Madhuri, wow sema","semaya iruku pazhya rajni style ellam partha madhuri, wow sema",Positive
Telugu Rajini sir fans yevverina unnaraa........,telugu rajini sir fans yevverina unnaraa........,Positive
Semma semma thalaivaa maranaa mass,semma semma thalaivaa maranaa mass,Positive
Super star fans     From telugu,super star fans from telugu,Positive
Avengers mari ella heroes kondu vandutingale pa...,avengers mari ella heroes kondu vandutingale pa...,Positive
petta paraaak.......watching the trailer continuously. Marana massssss...  RAJINISM da. Pongalku tharamaana sirapaana sambavam,petta paraaak.......watching the trailer continuously. marana massssss... rajinism da. pongalku tharamaana sirapaana sambavam,Positive
Thalaivar always mass. Looking a young,thalaivar always mass. looking a young,Positive
Sirapana Tharamana Sambavangala inimey than paaka porom,sirapana tharamana sambavangala inimey than paaka porom,Positive
Really enjoyed ipotha thalaivaroda style nakkal ellathyum romba naaaluku aprm pakarom,really enjoyed ipotha thalaivaroda style nakkal ellathyum romba naaaluku aprm pakarom,Positive
release dis film in kannada version..,release dis film in kannada version..,Positive
Petta trailer therikkithu SIVA engada irukka Thalaya eppada katta pora.,petta trailer therikkithu siva engada irukka thalaya eppada katta pora.,Positive
thalaivar 1998il parthamathiri irukkar jan 10 epa varumnu irukku thalaiva we are all wating,thalaivar 1998il parthamathiri irukkar jan 10 epa varumnu irukku thalaiva we are all wating,Positive
Super style thalaivaa neenga Vera level,super style thalaivaa neenga vera level,Positive
Trailer maranna mass  thalaivar therika vidrarruuuu,trailer maranna mass thalaivar therika vidrarruuuu,Positive
1:40 Vjs Jithu Laugh  Makkal Selvan  Forever,1:40 vjs jithu laugh makkal selvan forever,Negative
keka.. love from telugu rajini fans,keka.. love from telugu rajini fans,Positive
Pongal’uku “Sweet Sapda Porom” all Thalaivar Veriyans...,pongal’uku “sweet sapda porom” all thalaivar veriyans...,Positive
Dei dislikers vayiru erinji saavunga da,dei dislikers vayiru erinji saavunga da,Positive
Hostel warden ah?ini tamilnattukke kaaval Avar thane.....,hostel warden ah?ini tamilnattukke kaaval avar thane.....,Negative
"Flashback la sasikumar, simran and meesa vacha thalaivar","flashback la sasikumar, simran and meesa vacha thalaivar",Positive
Thalaiva u r simply superb Indian super star,thalaiva u r simply superb indian super star,Positive
Thalaivar  tharumaru peta parrak ena energy trailer  pothum  engaluku podra vediyyaaaa,thalaivar tharumaru peta parrak ena energy trailer pothum engaluku podra vediyyaaaa,Positive
Marana Massssss..... Love you Thalaiva.,marana massssss..... love you thalaiva.,Positive
Thatha ku jodiya paatis Padam nalla irrukum pola,thatha ku jodiya paatis padam nalla irrukum pola,Mixed_feelings
Podra like ah....Edra FDFS ticket ah,podra like ah....edra fdfs ticket ah,Negative
last a thalaivar kaala na karuppu enkiramaathiri vaararu vera leavel athu thalaivar is so handsome and great,last a thalaivar kaala na karuppu enkiramaathiri vaararu vera leavel athu thalaivar is so handsome and great,Positive
1:00 - 1:18  My pick,1:00 - 1:18 my pick,Positive
Only can do this RAJINI........ Pettttttttttttttttaaa...... mrana maaaaaaaaaaaaasssssss,only can do this rajini........ pettttttttttttttttaaa...... mrana maaaaaaaaaaaaasssssss,Positive
Rajini sir Vera Vera level...,rajini sir vera vera level...,Positive
Neruku ner modhi papom.. Godhavula sandhipom..# vishvasam,neruku ner modhi papom.. godhavula sandhipom.. vishvasam,Positive
Thala yaruku pudikum like ...my comment....,thala yaruku pudikum like ...my comment....,Positive
Rangaraj Pandey ehi ala konamnu patha.... Inga vandhutarah !,rangaraj pandey ehi ala konamnu patha.... inga vandhutarah !,Positive
"Viswasam, ner konda parvai, family  audions pidichidaru Thala","viswasam, ner konda parvai, family audions pidichidaru thala",Positive
Thalaaaaaaaaa love u sirr frm andhra pradesh,thalaaaaaaaaa love u sirr frm andhra pradesh,Positive
Romba naal ku aprum oru nalla movie panraru thala,romba naal ku aprum oru nalla movie panraru thala,Positive
Thalai ku thalai poora Neraiya Neraiya Neraiya romdha Neraiya neracha mudi irruku,thalai ku thalai poora neraiya neraiya neraiya romdha neraiya neracha mudi irruku,Negative
Thala innum neraya neraya neraya neraya....🥂,thala innum neraya neraya neraya neraya....🥂,Positive
Ultimate acting thala ennna dialogue delivery chance eh ilaaa luv u thalaaaaaaaverrraaaa level,ultimate acting thala ennna dialogue delivery chance eh ilaaa luv u thalaaaaaaaverrraaaa level,Positive
Marana mass ...  Thala  fans like here,marana mass ... thala fans like here,Positive
Wow pakka masss ....thala pola varuma,wow pakka masss ....thala pola varuma,Positive
Marana mass Thala Vera level,marana mass thala vera level,Positive
Dislike potavan lam ready ya irunga next nadakum pothu,dislike potavan lam ready ya irunga next nadakum pothu,Positive
Thala enna ippadi pannidingka so I am feeling,thala enna ippadi pannidingka so i am feeling,Positive
Tala super tala fan from karnataka,tala super tala fan from karnataka,Positive
Suriya fans sarbaga.. Vazhthukal.. NKP is going to blockbuster,suriya fans sarbaga.. vazhthukal.. nkp is going to blockbuster,Positive
Some 1 : Intha mathri ponungaluku ellam ipudi thaan nadakum   Thala : nadaka kudathu ...!!!,some 1 : intha mathri ponungaluku ellam ipudi thaan nadakum thala : nadaka kudathu ...!!!,Positive
1:35  Goosebumps  #Thala,1:35 goosebumps thala,Positive
Vera level yuvan BGM thala mass,vera level yuvan bgm thala mass,Positive
Thala oru naal munadiya sollitu varalam LA ready aagala thala paathi peru,thala oru naal munadiya sollitu varalam la ready aagala thala paathi peru,Positive
🤣 Aamai Kunju Mokka Trailer Da Dai 🤣🤚,🤣 aamai kunju mokka trailer da dai 🤣🤚,Negative
Thala vera level mass katra i am waiting,thala vera level mass katra i am waiting,Positive
Appadiyellam Nadakathu......Nadakavum koodathu. Yuvan hatsoff bro. Mass BGM for thala by U1.,appadiyellam nadakathu......nadakavum koodathu. yuvan hatsoff bro. mass bgm for thala by u1.,Positive
Pink remake but ajit is good,pink remake but ajit is good,Positive
Hindi remake but it resembles ellam avan seyal movie also,hindi remake but it resembles ellam avan seyal movie also,Mixed_feelings
Trailer mudinjuduchenu feel pannuravanka like a thattunka....,trailer mudinjuduchenu feel pannuravanka like a thattunka....,Positive
Thala fans ukku indaikku ithan thiruvila? Am i right?,thala fans ukku indaikku ithan thiruvila? am i right?,Positive
Enga Thala epovum mass thaan,enga thala epovum mass thaan,Positive
Ethulayachum getup mathama erukkuraru athuthan konjam feel la erukku,ethulayachum getup mathama erukkuraru athuthan konjam feel la erukku,Positive
Scene like remake....from hindi movie PINK ....,scene like remake....from hindi movie pink ....,Positive
Viswasam trailer alavuku la illa pa,viswasam trailer alavuku la illa pa,Positive
Thalaa .... Wait   law,thalaa .... wait law,Positive
"Thala Pola Varumaa, Song Rolls Valara Maatarr Nenachaanga Palarum #Thala Perah Sonna CiNe Field eh Alarumm","thala pola varumaa, song rolls valara maatarr nenachaanga palarum thala perah sonna cine field eh alarumm",Positive
Yuvan summave music therikkaviduvapale thalaikku sollava venum vera level,yuvan summave music therikkaviduvapale thalaikku sollava venum vera level,Positive
Bro enna view apdiye irukku hang ahiducha,bro enna view apdiye irukku hang ahiducha,Positive
Plz release in kannada also . Dub version,plz release in kannada also . dub version,Positive
As A Thalapathy  Fan..  Goiyaale..  Padam Kandippa Block Buster daa!,as a thalapathy fan.. goiyaale.. padam kandippa block buster daa!,Positive
Rempa nalaiku aprm thalaya differentah movie panirukaru sema sema,rempa nalaiku aprm thalaya differentah movie panirukaru sema sema,Positive
Many many many many many,many many many many many,Positive
Thalaaaaaaaaaaaaa wanna scream like hell for you in the theatres,thalaaaaaaaaaaaaa wanna scream like hell for you in the theatres,Positive
24k Potta pasanga vandhu paathutu poirkaanga,24k potta pasanga vandhu paathutu poirkaanga,Negative
Thala fans like potu tu poge,thala fans like potu tu poge,Positive
Thala masss...... Thala pola varuma..    By. Usilai.p.m.thavasi,thala masss...... thala pola varuma.. by. usilai.p.m.thavasi,Positive
kadesi dialog yella rasiganuku thaan    thiruthunga da,kadesi dialog yella rasiganuku thaan thiruthunga da,Positive
Thalaya yaralaum control panna mudiyadhu daaaa,thalaya yaralaum control panna mudiyadhu daaaa,Positive
Wait until seeing full movie don't put negative comments...,wait until seeing full movie don't put negative comments...,Positive
"#Nerkondaparvai padam citizen,vidhi  padathirkku piragu oru arumayana  Court scene ah irukkumunnunnu  பட்சிசொல்லுது","nerkondaparvai padam citizen,vidhi padathirkku piragu oru arumayana court scene ah irukkumunnunnu பட்சிசொல்லுது",Positive
"Orutthar Mela viswasam kaadrathala .....  Innorutthara Yan asinga paduthureenga .....  Dai ungalathanda THALA ,THALAPATHY FANS","orutthar mela viswasam kaadrathala ..... innorutthara yan asinga paduthureenga ..... dai ungalathanda thala ,thalapathy fans",Positive
"hahahahahah enna karmam da ithu?????? vivegam , viswasam and now ner konda parvai back back flops for ajith kumar","hahahahahah enna karmam da ithu?????? vivegam , viswasam and now ner konda parvai back back flops for ajith kumar",Negative
Anga padraa anga padraa Thala enna ma argument panraruuu,anga padraa anga padraa thala enna ma argument panraruuu,Positive
Ayiooooooo vera vera vera vera mathiri,ayiooooooo vera vera vera vera mathiri,Positive
Panday um vanthitara cinima ku... Thala mass da,panday um vanthitara cinima ku... thala mass da,Positive
I love you thala marana mass,i love you thala marana mass,Positive
semmaaaa... massss... mesmerisssinnnnggggg... thala nailed it..,semmaaaa... massss... mesmerisssinnnnggggg... thala nailed it..,Positive
Yuvan Shankar Raja musical mass the BGM king of YuvAN Shankar Raja,yuvan shankar raja musical mass the bgm king of yuvan shankar raja,Positive
Thala   mass nah thala  thala nah mass,thala mass nah thala thala nah mass,Positive
Yenna  Acting ya  THALA NA THALA THA,yenna acting ya thala na thala tha,Positive
Va thala va thala va thala therika udromm....,va thala va thala va thala therika udromm....,Positive
1:36 yuvan veri yetharaan daww,1:36 yuvan veri yetharaan daww,Positive
"Dai 23,000 dislikes yentha Fu.......da pottan","dai 23,000 dislikes yentha fu.......da pottan",Positive
Yuvan +thala=deadliest combo... Dialogues  bgmyuvannnthalaaaaaa,yuvan +thala=deadliest combo... dialogues bgmyuvannnthalaaaaaa,Positive
Vanthathu vanthuteenga thala fans ellarum like potutu ponga,vanthathu vanthuteenga thala fans ellarum like potutu ponga,Positive
Pakka pakkka pakkkaa pakkka pakkaaa masssssssss,pakka pakkka pakkkaa pakkka pakkaaa masssssssss,Positive
Ketukonga da ...oruthar mela irukura viswasathukaga edhuku inoruthara asinga paduthureenga......,ketukonga da ...oruthar mela irukura viswasathukaga edhuku inoruthara asinga paduthureenga......,Positive
Vera Level AK VA Pakka porom  Waiting,vera level ak va pakka porom waiting,Positive
Anna Vera level...paande ungalukku arumaiyana munnetram,anna vera level...paande ungalukku arumaiyana munnetram,Positive
Orutar mela visuwasam kaaturathukage innurature yen asinge paduturinge... semmmmmaaaaaa,orutar mela visuwasam kaaturathukage innurature yen asinge paduturinge... semmmmmaaaaaa,Positive
Oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz,oruthar mela viswasam kaatradhukaga aduthavangala edhuku asinga paduthuringa...sema thala....love from thalapathy fanzzzzz,Positive
All the best Ajith SIR - Pink was outstanding - So does Neerkonda Paarvai :),all the best ajith sir - pink was outstanding - so does neerkonda paarvai :),Positive
Oru fight mattum thala kaga special vechi irukanga . Except tat it looks like scene to scene remake,oru fight mattum thala kaga special vechi irukanga . except tat it looks like scene to scene remake,Positive
Thala I love you Thala Semmaiya iruku    trailer,thala i love you thala semmaiya iruku trailer,Positive
Ipdi neraya neraya nerayaa nerayaaa padam Kodunga Thala.. I,ipdi neraya neraya nerayaa nerayaaa padam kodunga thala.. i,Positive
Opening la vara Andha stage dance aha partha yuvan song aha pinni eduthuruppar pola,opening la vara andha stage dance aha partha yuvan song aha pinni eduthuruppar pola,Positive
Oruthar mela irruka viswasathukka mathavangala en asinga paduthiringa.  Thala Thala Thala,oruthar mela irruka viswasathukka mathavangala en asinga paduthiringa. thala thala thala,Positive
Aiyoo vera leval  thalaaa mass.,aiyoo vera leval thalaaa mass.,Positive
Last dialogue ok but naadagamaari irukku trailer,last dialogue ok but naadagamaari irukku trailer,Positive
"Thala marana mass, ithuvaraikkum illadha role nu soldravanga like podunga pa","thala marana mass, ithuvaraikkum illadha role nu soldravanga like podunga pa",Positive
Thala pol varumaa...Veri Level !,thala pol varumaa...veri level !,Positive
Dislike panravan lam note panni vachuko itha Vida double madanga ungaluku kodupom,dislike panravan lam note panni vachuko itha vida double madanga ungaluku kodupom,Positive
Vijay fans varuvanga ....ithu remakenu yaarkum theriyatha unmaiya solluvanga,vijay fans varuvanga ....ithu remakenu yaarkum theriyatha unmaiya solluvanga,Positive
"Trailer pudiklana paakathenga, Athuku yengada dislike pandrenga..🤦‍🤦‍🤦‍🤦‍ loosu pasangala","trailer pudiklana paakathenga, athuku yengada dislike pandrenga..🤦‍🤦‍🤦‍🤦‍ loosu pasangala",Positive
idhellam oru trailer ah? mayiru madhiri iruku...,idhellam oru trailer ah? mayiru madhiri iruku...,Negative
Trailer ellam nalla than irukku aana padam eppidiyo,trailer ellam nalla than irukku aana padam eppidiyo,Positive
Thala thala thala pakka massss...thalaivan U1 bgm Vera level'u....!,thala thala thala pakka massss...thalaivan u1 bgm vera level'u....!,Positive
Judge- Mr. Amai court la epadi katha kudathu Dala- kadupethurar my Lord🤣🤣🤣,judge- mr. amai court la epadi katha kudathu dala- kadupethurar my lord🤣🤣🤣,Negative
Thala vere lvlthala-thalapathy frvrNeraya Neraya Neraya,thala vere lvlthala-thalapathy frvrneraya neraya neraya,Positive
Summa summa sola mada dislike podika avalautha,summa summa sola mada dislike podika avalautha,Positive
Viswasam kaatturadhukkaaga nu thala fans'a dhan soldraaru avar.,viswasam kaatturadhukkaaga nu thala fans'a dhan soldraaru avar.,Positive
Thalaaaa always Massss... Love U thalaaa,thalaaaa always massss... love u thalaaa,Positive
Thala Thala Thala Vera yethum theva illa,thala thala thala vera yethum theva illa,Positive
Pink movie   tamil  remake ahh,pink movie tamil remake ahh,Positive
thala sila per kasukaga yendha kadhayaiyum choose panni nadikuranga nee mattum dhan thala samuthayathu kaga nadikiringa vera level trailor,thala sila per kasukaga yendha kadhayaiyum choose panni nadikuranga nee mattum dhan thala samuthayathu kaga nadikiringa vera level trailor,Positive
Enna daa gethu thala dialogue sollumbodhu!pha vera level! Agreena like pannunga!,enna daa gethu thala dialogue sollumbodhu!pha vera level! agreena like pannunga!,Positive
Thala fans and bgm king fans hit like,thala fans and bgm king fans hit like,Positive
"Last dialog semmme,,, all dislike members listen carefully","last dialog semmme,,, all dislike members listen carefully",Positive
Last dialog unga fans ku solunga thala,last dialog unga fans ku solunga thala,Positive
Enna da yapoda tarilera relase pannunga viwesa kameya iruku anyway semma mass tariler,enna da yapoda tarilera relase pannunga viwesa kameya iruku anyway semma mass tariler,Positive
Thala U1  Vera Level 🤘,thala u1 vera level 🤘,Positive
Ule poyi pani noku  Thalapaty 63 teaser varattu  marana milin viwers irukku from kerala,ule poyi pani noku thalapaty 63 teaser varattu marana milin viwers irukku from kerala,Positive
Yuvan bgm semaya iruku...romba naal kalichu thala kuda join panadhu romba happy iruku...,yuvan bgm semaya iruku...romba naal kalichu thala kuda join panadhu romba happy iruku...,Positive
